Vardas              Pavarde             ND1	   ND2	   ND3	   ND4	   ND5	   ND6	   ND7	   ND8	   ND9	   ND10	  Egz.
Vardas296           Pavarde296          6    	6    	9    	4    	9    	9    	6    	1    	8    	8    	8    	
Vardas297           Pavarde297          6    	7    	4    	10   	2    	6    	10   	7    	10   	9    	1    	
Vardas298           Pavarde298          7    	1    	9    	4    	3    	3    	6    	1    	9    	3    	1    	
Vardas299           Pavarde299          10   	2    	3    	4    	3    	4    	9    	5    	7    	5    	1    	
Vardas300           Pavarde300          7    	2    	2    	4    	1    	6    	8    	2    	3    	8    	4    	
Vardas301           Pavarde301          5    	5    	2    	9    	4    	6    	2    	1    	8    	5    	1    	
Vardas302           Pavarde302          9    	1    	4    	8    	10   	6    	8    	5    	3    	7    	6    	
Vardas303           Pavarde303          4    	4    	3    	3    	7    	5    	3    	6    	1    	9    	8    	
Vardas304           Pavarde304          1    	8    	7    	4    	10   	7    	10   	7    	5    	5    	9    	
Vardas305           Pavarde305          3    	7    	3    	10   	4    	10   	5    	8    	3    	7    	4    	
Vardas306           Pavarde306          7    	10   	3    	8    	3    	4    	1    	7    	6    	5    	6    	
Vardas307           Pavarde307          4    	4    	1    	7    	2    	6    	5    	6    	8    	5    	7    	
Vardas308           Pavarde308          6    	2    	1    	7    	2    	8    	5    	7    	3    	5    	1    	
Vardas309           Pavarde309          7    	9    	7    	10   	2    	1    	5    	3    	8    	4    	4    	
Vardas310           Pavarde310          10   	6    	1    	3    	5    	2    	9    	9    	6    	1    	3    	
Vardas311           Pavarde311          4    	6    	7    	5    	9    	8    	3    	4    	1    	8    	8    	
Vardas312           Pavarde312          7    	10   	10   	9    	2    	2    	3    	10   	6    	5    	10   	
Vardas313           Pavarde313          5    	5    	3    	4    	3    	7    	2    	5    	8    	5    	4    	
Vardas314           Pavarde314          3    	9    	2    	5    	9    	6    	3    	3    	4    	10   	3    	
Vardas315           Pavarde315          1    	9    	2    	8    	8    	6    	7    	5    	1    	7    	10   	
Vardas316           Pavarde316          2    	1    	7    	5    	1    	8    	10   	6    	7    	7    	2    	
Vardas317           Pavarde317          1    	1    	10   	8    	10   	7    	2    	3    	7    	4    	5    	
Vardas318           Pavarde318          10   	6    	8    	3    	6    	8    	1    	6    	6    	9    	6    	
Vardas319           Pavarde319          3    	5    	9    	1    	5    	6    	6    	2    	7    	8    	4    	
Vardas320           Pavarde320          7    	3    	2    	3    	4    	10   	7    	3    	6    	6    	9    	
Vardas321           Pavarde321          3    	9    	5    	3    	5    	1    	9    	7    	7    	6    	7    	
Vardas322           Pavarde322          7    	8    	6    	1    	9    	1    	1    	2    	8    	7    	4    	
Vardas323           Pavarde323          10   	2    	8    	9    	6    	2    	5    	8    	4    	7    	4    	
Vardas324           Pavarde324          5    	7    	6    	1    	10   	3    	4    	8    	3    	1    	5    	
Vardas325           Pavarde325          7    	10   	3    	5    	7    	3    	9    	8    	3    	10   	9    	
Vardas326           Pavarde326          2    	4    	8    	1    	5    	5    	4    	4    	8    	8    	9    	
Vardas327           Pavarde327          2    	2    	1    	10   	2    	7    	10   	8    	7    	7    	6    	
Vardas328           Pavarde328          9    	3    	9    	8    	3    	1    	9    	3    	8    	1    	4    	
Vardas329           Pavarde329          2    	6    	9    	9    	1    	8    	2    	9    	3    	7    	6    	
Vardas330           Pavarde330          3    	5    	8    	9    	10   	8    	4    	2    	10   	4    	2    	
Vardas331           Pavarde331          10   	2    	5    	4    	7    	8    	4    	9    	9    	4    	1    	
Vardas332           Pavarde332          6    	4    	5    	8    	4    	5    	9    	2    	7    	5    	3    	
Vardas333           Pavarde333          9    	6    	10   	6    	6    	1    	5    	4    	1    	5    	3    	
Vardas334           Pavarde334          1    	2    	2    	10   	4    	10   	1    	6    	9    	5    	4    	
Vardas335           Pavarde335          4    	5    	9    	3    	4    	7    	3    	3    	5    	8    	10   	
Vardas336           Pavarde336          3    	9    	5    	4    	5    	9    	5    	5    	2    	4    	7    	
Vardas337           Pavarde337          5    	7    	8    	7    	4    	10   	2    	3    	7    	7    	9    	
Vardas338           Pavarde338          7    	5    	8    	4    	8    	5    	1    	8    	9    	3    	9    	
Vardas339           Pavarde339          5    	6    	4    	9    	6    	5    	4    	8    	10   	3    	2    	
Vardas340           Pavarde340          8    	5    	1    	9    	1    	6    	10   	5    	7    	6    	3    	
Vardas341           Pavarde341          7    	5    	9    	2    	10   	9    	1    	5    	7    	10   	1    	
Vardas342           Pavarde342          5    	3    	5    	2    	4    	10   	6    	10   	4    	4    	10   	
Vardas343           Pavarde343          3    	4    	8    	7    	1    	4    	6    	7    	10   	1    	7    	
Vardas344           Pavarde344          6    	3    	3    	8    	8    	6    	6    	9    	9    	1    	5    	
Vardas345           Pavarde345          9    	3    	5    	1    	8    	1    	7    	9    	6    	4    	4    	
Vardas346           Pavarde346          1    	6    	6    	4    	9    	9    	10   	5    	8    	8    	7    	
Vardas347           Pavarde347          9    	9    	9    	4    	1    	2    	1    	8    	1    	4    	2    	
Vardas348           Pavarde348          1    	2    	8    	7    	1    	5    	2    	9    	9    	5    	1    	
Vardas349           Pavarde349          9    	3    	6    	9    	8    	9    	5    	2    	10   	2    	10   	
Vardas350           Pavarde350          7    	6    	7    	1    	5    	1    	3    	10   	3    	10   	9    	
Vardas351           Pavarde351          2    	7    	6    	4    	2    	10   	10   	7    	5    	9    	5    	
Vardas352           Pavarde352          10   	3    	1    	7    	2    	9    	4    	7    	7    	2    	1    	
Vardas353           Pavarde353          5    	6    	6    	8    	1    	10   	5    	7    	1    	1    	4    	
Vardas354           Pavarde354          9    	9    	3    	8    	8    	5    	1    	7    	5    	10   	4    	
Vardas355           Pavarde355          3    	7    	6    	3    	7    	10   	8    	8    	8    	10   	8    	
Vardas356           Pavarde356          6    	3    	10   	7    	7    	2    	7    	3    	7    	3    	5    	
Vardas357           Pavarde357          6    	2    	5    	7    	2    	6    	4    	1    	3    	2    	4    	
Vardas358           Pavarde358          6    	5    	5    	8    	10   	10   	4    	5    	5    	5    	6    	
Vardas359           Pavarde359          7    	10   	9    	2    	1    	1    	6    	6    	4    	9    	8    	
Vardas360           Pavarde360          6    	6    	1    	2    	7    	2    	4    	3    	1    	2    	3    	
Vardas361           Pavarde361          10   	6    	3    	7    	5    	4    	10   	5    	10   	3    	5    	
Vardas362           Pavarde362          6    	4    	2    	6    	5    	7    	4    	8    	8    	6    	7    	
Vardas363           Pavarde363          3    	7    	2    	9    	7    	7    	5    	2    	4    	5    	1    	
Vardas364           Pavarde364          3    	8    	8    	7    	2    	4    	6    	6    	8    	1    	10   	
Vardas365           Pavarde365          5    	5    	10   	8    	10   	1    	9    	8    	3    	5    	10   	
Vardas366           Pavarde366          2    	5    	6    	10   	6    	6    	8    	2    	3    	8    	8    	
Vardas367           Pavarde367          10   	4    	1    	10   	10   	5    	2    	5    	10   	4    	5    	
Vardas368           Pavarde368          8    	8    	9    	9    	2    	8    	10   	4    	3    	10   	8    	
Vardas369           Pavarde369          4    	2    	6    	8    	6    	10   	9    	1    	6    	2    	6    	
Vardas370           Pavarde370          2    	10   	7    	2    	7    	6    	5    	8    	2    	10   	3    	
Vardas371           Pavarde371          4    	6    	3    	6    	2    	10   	3    	8    	3    	3    	1    	
Vardas372           Pavarde372          5    	4    	1    	8    	10   	5    	8    	9    	4    	4    	6    	
Vardas373           Pavarde373          3    	7    	7    	8    	5    	3    	3    	10   	10   	2    	1    	
Vardas374           Pavarde374          5    	1    	9    	1    	1    	4    	6    	1    	6    	4    	3    	
Vardas375           Pavarde375          6    	7    	6    	10   	1    	10   	4    	2    	2    	2    	9    	
Vardas376           Pavarde376          7    	9    	5    	1    	10   	8    	1    	4    	10   	7    	8    	
Vardas377           Pavarde377          2    	8    	9    	10   	2    	8    	8    	1    	5    	7    	6    	
Vardas378           Pavarde378          9    	9    	1    	2    	1    	5    	8    	6    	6    	10   	10   	
Vardas379           Pavarde379          10   	9    	8    	10   	6    	2    	9    	1    	9    	5    	5    	
Vardas380           Pavarde380          1    	8    	9    	1    	3    	4    	1    	10   	6    	7    	6    	
Vardas381           Pavarde381          5    	7    	1    	1    	1    	10   	1    	8    	2    	3    	3    	
Vardas382           Pavarde382          7    	6    	7    	4    	6    	10   	10   	4    	9    	10   	4    	
Vardas383           Pavarde383          8    	9    	5    	4    	1    	4    	1    	2    	4    	8    	8    	
Vardas384           Pavarde384          8    	3    	1    	6    	4    	8    	10   	4    	7    	8    	7    	
Vardas385           Pavarde385          4    	3    	3    	2    	2    	8    	4    	9    	8    	8    	7    	
Vardas386           Pavarde386          2    	5    	7    	9    	7    	10   	7    	9    	5    	5    	1    	
Vardas387           Pavarde387          3    	8    	4    	5    	7    	9    	6    	4    	1    	10   	5    	
Vardas388           Pavarde388          10   	5    	7    	8    	5    	3    	5    	3    	4    	7    	8    	
Vardas389           Pavarde389          1    	8    	10   	6    	10   	3    	3    	8    	10   	9    	5    	
Vardas390           Pavarde390          2    	7    	5    	8    	1    	9    	8    	7    	10   	10   	5    	
Vardas391           Pavarde391          1    	10   	7    	3    	9    	6    	7    	3    	7    	10   	4    	
Vardas392           Pavarde392          6    	3    	8    	8    	6    	3    	9    	10   	4    	8    	3    	
Vardas393           Pavarde393          2    	1    	6    	7    	2    	6    	9    	10   	7    	8    	10   	
Vardas394           Pavarde394          1    	6    	8    	6    	7    	1    	10   	8    	10   	7    	3    	
Vardas395           Pavarde395          10   	5    	1    	4    	9    	9    	10   	10   	10   	6    	8    	
Vardas396           Pavarde396          8    	4    	3    	1    	10   	10   	2    	5    	6    	1    	10   	
Vardas397           Pavarde397          10   	3    	4    	6    	7    	8    	4    	6    	7    	4    	4    	
Vardas398           Pavarde398          6    	6    	1    	10   	1    	4    	10   	10   	10   	9    	10   	
Vardas399           Pavarde399          4    	5    	4    	7    	10   	8    	4    	6    	9    	3    	9    	
Vardas400           Pavarde400          1    	5    	4    	8    	3    	1    	3    	3    	5    	8    	3    	
Vardas401           Pavarde401          8    	9    	3    	4    	9    	6    	3    	2    	5    	6    	4    	
Vardas402           Pavarde402          8    	4    	8    	1    	9    	7    	6    	3    	2    	6    	9    	
Vardas403           Pavarde403          2    	1    	1    	8    	10   	9    	1    	2    	8    	10   	2    	
Vardas404           Pavarde404          2    	3    	9    	6    	9    	6    	7    	7    	9    	10   	7    	
Vardas405           Pavarde405          5    	10   	1    	3    	8    	3    	5    	7    	6    	10   	5    	
Vardas406           Pavarde406          3    	2    	7    	6    	1    	6    	10   	10   	5    	10   	8    	
Vardas407           Pavarde407          4    	1    	9    	5    	4    	8    	8    	9    	9    	8    	1    	
Vardas408           Pavarde408          5    	3    	7    	9    	1    	7    	7    	7    	9    	3    	7    	
Vardas409           Pavarde409          1    	8    	7    	9    	7    	1    	3    	5    	10   	4    	7    	
Vardas410           Pavarde410          2    	7    	4    	1    	9    	9    	10   	2    	8    	2    	3    	
Vardas411           Pavarde411          5    	10   	2    	8    	6    	7    	10   	9    	10   	4    	6    	
Vardas412           Pavarde412          2    	9    	9    	6    	2    	8    	6    	4    	8    	5    	4    	
Vardas413           Pavarde413          10   	3    	8    	6    	2    	4    	3    	9    	3    	8    	10   	
Vardas414           Pavarde414          8    	6    	5    	5    	9    	10   	2    	7    	4    	3    	9    	
Vardas415           Pavarde415          9    	8    	4    	4    	10   	10   	6    	9    	5    	8    	8    	
Vardas416           Pavarde416          3    	9    	8    	1    	9    	3    	10   	5    	1    	8    	6    	
